SM11,SM12,SM7,SM15,SM20,SM21,SM2,SM3,SM13,SM17,SM8,RUL
47.64549999999999,521.1218,552.9468,8.456779000000001,38.7391,23.248557,642.8437999999999,1592.8617,2388.1204000000002,393.78,2388.1202000000003,50
47.6426,521.158,553.0304,8.45682,38.746,23.255529000000006,642.8,1592.8379999999995,2388.1168,393.76,2388.1182,51
47.63389999999998,521.129,553.0674,8.459493,38.739000000000004,23.247789999999995,642.8648000000001,1592.4316000000001,2388.1162,393.75,2388.1180999999997,52
47.644700000000014,521.1451,553.0620999999999,8.455094,38.7683,23.250591999999997,642.8355,1592.4989999999996,2388.1165,393.65,2388.1126,53
47.62869999999999,521.2179,553.1385,8.450707,38.758500000000005,23.257131,642.8569999999999,1592.8661,2388.1113,393.64,2388.1165,54
47.6278,521.2149999999999,553.0510999999999,8.455087,38.7625,23.253539,642.8072,1592.2939999999999,2388.1086,393.66,2388.1183,55
47.6442,521.1953,553.0925,8.454537,38.76279999999999,23.268811,642.8533,1592.8104000000003,2388.1147,393.58,2388.1077999999998,56
47.60539999999999,521.1847000000001,553.1442000000001,8.448039,38.772800000000004,23.265216,642.744,1591.5607000000005,2388.1125,393.58,2388.1088999999997,57
47.6139,521.2629000000001,553.1841,8.451267,38.758599999999994,23.266022999999997,642.8043,1591.6701999999996,2388.1057999999994,393.72,2388.1132,58
47.6054,521.2759,553.1759999999999,8.452289,38.768299999999996,23.267355000000002,642.7594999999999,1591.1639000000002,2388.1146000000003,393.66,2388.1094,59
47.5892,521.2747999999999,553.2058999999999,8.451014,38.7572,23.27513099999999,642.8075000000001,1592.0371000000002,2388.1052,393.53,2388.1072000000004,60
47.601099999999995,521.303,553.2083999999999,8.452088999999999,38.784099999999995,23.279753999999993,642.8367000000001,1592.29,2388.1103,393.53,2388.1031999999996,61
47.6017,521.2869000000001,553.2702,8.448472,38.792899999999996,23.272288,642.7674,1591.9042000000002,2388.1049,393.59,2388.1068,62
47.5862,521.3232999999999,553.1802,8.451763000000001,38.7775,23.277788,642.7519,1590.7433,2388.103,393.56,2388.1094000000003,63
47.580999999999996,521.2718,553.2461000000001,8.448028,38.801,23.274234999999997,642.7384999999999,1591.3541999999998,2388.1034,393.41,2388.1077999999998,64
47.55170000000001,521.3316,553.306,8.448275999999998,38.796200000000006,23.276938,642.7142,1591.0528999999997,2388.1007999999997,393.54,2388.1021,65
47.581199999999995,521.3562999999999,553.2792000000001,8.446095,38.7983,23.281249000000013,642.7403,1591.4668,2388.1012,393.25,2388.1045999999997,66
47.585499999999996,521.3547,553.2312000000001,8.443766,38.7953,23.268132,642.7204999999999,1590.8090999999997,2388.1009000000004,393.21,2388.1000000000004,67
47.57260000000001,521.3840999999999,553.2581,8.441630000000002,38.8023,23.281563999999992,642.6956999999999,1590.823,2388.1027,393.37,2388.0967,68
47.55299999999999,521.3768000000001,553.2837000000001,8.443245,38.8104,23.283296,642.6988,1590.7642999999998,2388.0926999999997,393.14,2388.1057,69
47.5524,521.3648999999999,553.3234,8.444666999999999,38.8042,23.280404000000004,642.7531999999999,1590.6864,2388.0975,393.16,2388.0973,70
47.55960000000001,521.3875,553.3109000000001,8.446024999999997,38.8222,23.289064,642.7594,1590.8363,2388.1005,393.13,2388.0984,71
47.5387,521.3781,553.3174,8.441059000000001,38.8123,23.284170999999997,642.7082,1590.0255000000002,2388.0967,393.32,2388.0958,72
47.54599999999999,521.3644,553.3607,8.440335,38.8261,23.292494000000005,642.6901,1590.8482000000004,2388.0988,393.08,2388.0909,73
47.5568,521.3345999999999,553.3814,8.441275,38.8509,23.289883000000003,642.6559,1590.2477,2388.098200000001,393.23,2388.0944,74
47.52839999999999,521.3838000000001,553.3888,8.440011,38.8173,23.289394999999992,642.6766,1590.2961000000005,2388.0953,393.21,2388.0897,75
47.520300000000006,521.3745,553.3679000000001,8.445444000000002,38.8228,23.288495,642.6463,1589.5701999999999,2388.0919,392.97,2388.0929,76
47.5258,521.4847,553.386,8.441185,38.8281,23.287889,642.6407999999999,1590.5118000000002,2388.0933,393.01,2388.0923000000003,77
47.51209999999999,521.4487,553.4377,8.440726000000002,38.8119,23.289519,642.5987999999999,1589.871,2388.0933,393.25,2388.0877999999993,78
47.5067,521.5125999999999,553.4025999999999,8.44261,38.8193,23.301733,642.5987,1589.7517,2388.0932999999995,393.07,2388.0945,79
47.5109,521.4974,553.5073,8.439424,38.837900000000005,23.307693000000004,642.6888,1589.4540000000002,2388.0916,393.19,2388.0916,80
47.5062,521.5059,553.4264,8.439276,38.8149,23.297794000000007,642.7014,1590.2406999999994,2388.0921999999996,393.03,2388.0903,81
47.516400000000004,521.5515,553.486,8.441327,38.8299,23.30672400000001,642.6320000000001,1589.0348,2388.0916,392.97,2388.0924999999997,82
47.51880000000001,521.4636,553.4889000000001,8.438059999999998,38.8445,23.309399,642.6005,1590.0053,2388.0901,393.07,2388.092,83
47.5145,521.4918,553.5020000000001,8.43618,38.8339,23.305669999999996,642.5965,1590.6375999999998,2388.0924,393.01,2388.0931,84
47.50149999999999,521.5328000000001,553.5197000000001,8.434555,38.8391,23.300656999999998,642.6031,1589.4844,2388.0879,393.03,2388.0858999999996,85
47.51039999999999,521.5261,553.5308,8.437051,38.83519999999999,23.299258000000005,642.6224,1589.8987999999997,2388.0854,393.12,2388.0835999999995,86
47.49279999999999,521.5434,553.4694,8.432772000000002,38.834900000000005,23.302559000000002,642.6247,1589.6516000000004,2388.0847999999996,393.21,2388.0891,87
47.499399999999994,521.5321,553.5285,8.434313000000001,38.85410000000001,23.299321000000006,642.6311000000001,1588.6435000000001,2388.0890999999992,392.87,2388.0859,88
47.4775,521.5628,553.5277,8.436258,38.84,23.305583,642.6468,1590.0367,2388.0838000000003,393.05,2388.0793,89
47.483000000000004,521.5612,553.5095,8.435485,38.8321,23.322286,642.6079000000001,1589.1907,2388.0842999999995,392.95,2388.091700000001,90
47.49570000000001,521.5778,553.4659999999999,8.430429,38.832300000000004,23.305694000000003,642.5786,1588.9421000000002,2388.0903000000003,392.81,2388.0867,91
47.47860000000001,521.5278000000001,553.5966000000001,8.434133000000001,38.8388,23.317165,642.6088000000001,1589.7828,2388.0831000000003,392.87,2388.0834999999997,92
47.4893,521.5989,553.4973,8.435474999999999,38.8624,23.308108999999998,642.6065,1589.4836000000003,2388.0867000000003,393.01,2388.0821,93
47.48299999999999,521.6207,553.5664,8.428970999999999,38.84400000000001,23.304377999999993,642.5598,1589.0378000000003,2388.0824,392.83,2388.0822999999996,94
47.4906,521.5322,553.5205,8.433827,38.8599,23.321518,642.5857,1589.0925999999997,2388.0806,392.88,2388.0887000000002,95
47.492700000000006,521.6228000000001,553.578,8.432376999999999,38.864399999999996,23.305586999999996,642.5352,1588.6805,2388.0808,392.87,2388.0834000000004,96
47.492399999999996,521.6283,553.6066000000001,8.431494,38.87,23.305277,642.5422,1588.9648000000002,2388.0817999999995,392.9,2388.0773999999997,97
47.4737,521.5926,553.5766,8.436776,38.871700000000004,23.317701999999993,642.5935,1588.4206999999994,2388.0838,392.75,2388.0820000000003,98
47.4626,521.6919,553.5829,8.428958000000002,38.851499999999994,23.315479999999997,642.5098,1589.5781,2388.0845,392.84,2388.0813000000003,99
47.4649,521.5709000000002,553.5491999999999,8.432078999999998,38.8542,23.328943999999996,642.5455,1588.9305,2388.0838,392.87,2388.0814,100
47.4802,521.6597999999999,553.6289999999999,8.430835,38.865399999999994,23.311773000000002,642.4962999999999,1588.9397999999999,2388.0831,392.82,2388.0798,101
47.458099999999995,521.6241,553.6274,8.429062,38.8475,23.323719,642.5573,1588.1102,2388.0782,392.84,2388.0807999999997,102
47.4667,521.6231,553.6599000000001,8.42848,38.8728,23.321202,642.5478999999999,1588.9894000000004,2388.076,392.75,2388.0766999999996,103
47.46509999999999,521.6858,553.6166000000001,8.431284,38.8771,23.313288999999994,642.5328,1588.6199,2388.0768000000003,392.74,2388.0822,104
47.46710000000001,521.6080000000001,553.6641999999999,8.428017,38.8635,23.322884,642.5832,1588.9000999999998,2388.0768000000003,392.83,2388.0803,105
47.436899999999994,521.6863,553.6614000000001,8.429342,38.88440000000001,23.32133,642.4782,1588.9319999999998,2388.0781,392.87,2388.0761,106
47.450900000000004,521.6478999999999,553.6445,8.430689,38.8804,23.322438999999996,642.4748,1588.7819000000004,2388.0739,392.79,2388.0778,107
47.4481,521.7050999999999,553.6532000000001,8.427818,38.8595,23.320045999999998,642.5251000000001,1588.7253999999998,2388.0777999999996,392.53,2388.0764,108
47.46310000000001,521.6103999999999,553.6151,8.431254999999998,38.877,23.322166000000003,642.5112000000001,1589.0781,2388.0713999999994,392.78,2388.0760999999998,109
47.4312,521.6385999999999,553.6693,8.428271,38.864399999999996,23.325404000000002,642.4637,1588.6566,2388.0760999999998,392.63,2388.0792999999994,110
47.437999999999995,521.6198999999999,553.6451999999999,8.425683,38.87629999999999,23.333039999999997,642.5047999999999,1588.5340000000003,2388.0760999999998,392.69,2388.0742,111
47.4413,521.7098,553.6464,8.429963,38.8917,23.320075000000003,642.5448999999999,1588.1251000000002,2388.0728999999997,392.7,2388.0774,112
47.44630000000001,521.6466999999999,553.6458,8.426734,38.8897,23.321145999999995,642.4969000000001,1588.1942999999999,2388.0721999999996,392.91,2388.0752,113
47.4304,521.6665,553.6965,8.429019,38.89059999999999,23.328884000000002,642.4454,1588.5128,2388.074,392.66,2388.0720000000006,114
47.43410000000001,521.6501,553.7071,8.43234,38.8702,23.320064,642.5310000000001,1588.9899000000003,2388.0811000000003,392.72,2388.0741,115
47.442699999999995,521.678,553.7697,8.428626999999999,38.878,23.330708000000005,642.4558000000001,1588.8973,2388.0693,392.66,2388.0815999999995,116
47.43860000000001,521.7253,553.6753000000001,8.429222000000001,38.8897,23.331356999999997,642.4881,1588.0372,2388.0744999999997,392.69,2388.0732,117
47.428000000000004,521.6732,553.7461,8.426188000000002,38.8819,23.335125,642.5081,1587.9962999999998,2388.0753,392.54,2388.0718,118
47.43410000000001,521.706,553.6149,8.423674,38.8834,23.329120999999997,642.4337,1588.5736,2388.071,392.63,2388.0714,119
47.40190000000001,521.7175000000002,553.7581,8.428929,38.904900000000005,23.336655,642.4819000000001,1587.9928,2388.0691,392.54,2388.0710000000004,120
47.433,521.7420999999999,553.7171,8.426001,38.8992,23.337446,642.4883,1588.3172,2388.0762,392.62,2388.074,121
47.442200000000014,521.7935000000001,553.7493000000001,8.427945000000001,38.889300000000006,23.338149999999995,642.4947,1588.1643999999997,2388.0667999999996,392.43,2388.0759,122
47.41530000000001,521.7317,553.7220000000001,8.426018000000001,38.9088,23.326931999999992,642.5137,1588.4040000000002,2388.0691,392.45,2388.078,123
47.421800000000005,521.7307,553.7637000000001,8.425894999999999,38.8664,23.335243000000002,642.4482,1587.8833,2388.0711,392.54,2388.0708,124
47.42100000000001,521.7225000000001,553.7518,8.422804,38.887600000000006,23.334099000000002,642.4952000000001,1588.1912,2388.0679,392.54,2388.0702,125
47.4142,521.7331,553.7986000000001,8.424060000000003,38.8885,23.33152,642.4877000000001,1588.2488999999998,2388.0728999999997,392.5,2388.074,126
47.422000000000004,521.7028,553.7656,8.424282,38.8954,23.341282999999997,642.4665000000001,1587.8808000000001,2388.0656999999997,392.59,2388.0705999999996,127
47.40737373737374,521.7635353535354,553.8598989898991,8.42669292929293,38.90737373737374,23.341395959595967,642.4566666666667,1588.168383838384,2388.0673737373736,392.54545454545456,2388.0712121212123,128
47.40151515151515,521.7937373737374,553.7349494949495,8.428334343434344,38.903636363636366,23.341267676767682,642.4474747474748,1588.0446464646463,2388.06898989899,392.4949494949495,2388.0664646464647,129
47.39262626262627,521.8123232323233,553.7525252525253,8.423325252525252,38.90161616161616,23.33524040404041,642.4427272727273,1587.8652525252528,2388.0672727272727,392.54545454545456,2388.069292929293,130
47.3949494949495,521.7541414141415,553.7520202020202,8.424846464646464,38.901818181818186,23.33442323232323,642.4780808080808,1588.199494949495,2388.0652525252526,392.5959595959596,2388.0706060606058,131
47.43050505050505,521.7876767676768,553.8141414141414,8.422644444444444,38.89040404040404,23.342912121212123,642.4647474747475,1588.1153535353533,2388.0670707070703,392.57575757575756,2388.067272727273,132
47.4159595959596,521.7563636363635,553.7623232323232,8.426550505050505,38.899898989898986,23.328729292929296,642.4541414141414,1587.5735353535354,2388.0672727272727,392.4343434343434,2388.071616161616,133
47.39383838383838,521.7970707070707,553.8236363636364,8.424655555555555,38.91464646464646,23.345352525252522,642.5067676767677,1588.7451515151515,2388.073232323233,392.6363636363636,2388.069595959596,134
47.3938775510204,521.8132653061224,553.8015306122448,8.42506224489796,38.90969387755102,23.334538775510207,642.4229591836735,1588.4114285714286,2388.067653061224,392.40816326530614,2388.0683673469384,135
47.4034693877551,521.7893877551021,553.7862244897959,8.424413265306123,38.89418367346939,23.34016326530612,642.4970408163265,1588.7873469387753,2388.067244897959,392.31632653061223,2388.0638775510206,136
47.409062500000005,521.7597916666667,553.7944791666666,8.425558333333333,38.91229166666667,23.341971875000002,642.4882291666668,1587.4175000000002,2388.0635416666664,392.59375,2388.0670833333334,137
47.40364583333332,521.7932291666666,553.7891666666667,8.420341666666667,38.90197916666666,23.34379583333333,642.4417708333334,1587.0751041666665,2388.0653125000003,392.4166666666667,2388.0698958333337,138
47.39833333333333,521.8091666666666,553.7604166666666,8.421903125,38.906979166666666,23.345027083333335,642.4465624999999,1587.8478125000001,2388.0652083333334,392.53125,2388.069791666667,139
47.39124999999999,521.7811458333333,553.8262500000001,8.420557291666666,38.895312499999996,23.341816666666663,642.4765625,1587.5947916666667,2388.0659375,392.3854166666667,2388.070833333333,140
47.41020833333334,521.77125,553.9190625,8.420669791666667,38.9046875,23.34043541666667,642.4172916666666,1587.6911458333332,2388.0633333333335,392.4166666666667,2388.0653125000003,141
47.405729166666674,521.8377083333334,553.8311458333333,8.42315,38.908125000000005,23.347649999999998,642.4616666666666,1587.6698958333334,2388.0677083333335,392.5416666666667,2388.063333333333,142
47.39791666666667,521.8059375,553.8091666666666,8.422759375,38.895625,23.3537875,642.493125,1586.88875,2388.0676041666666,392.4791666666667,2388.065416666667,143
47.392291666666665,521.8089583333334,553.8120833333334,8.422359375000001,38.8903125,23.34530104166667,642.4280208333333,1587.2059375,2388.067395833333,392.5,2388.0559375,144
47.38614583333333,521.8252083333333,553.9359375,8.425122916666666,38.922604166666666,23.353902083333328,642.4423958333333,1586.869375,2388.0660416666665,392.5208333333333,2388.0596874999997,145
47.40145833333333,521.7832291666666,553.8619791666666,8.422413541666666,38.90520833333333,23.354607291666667,642.4170833333334,1587.6776041666665,2388.0670833333334,392.3854166666667,2388.068020833334,146
47.39287234042553,521.8178723404255,553.89414893617,8.421679787234043,38.9136170212766,23.333441489361697,642.3910638297873,1587.708404255319,2388.063936170213,392.4574468085106,2388.068936170212,147
47.38765957446809,521.8496808510639,553.771914893617,8.423797872340426,38.89978723404255,23.35749468085107,642.4771276595744,1587.5696808510636,2388.0662765957445,392.28723404255317,2388.0631914893615,148
47.403510638297874,521.8210638297874,553.8580851063829,8.422170212765959,38.92382978723404,23.33599680851064,642.4432978723405,1587.9763829787237,2388.0709574468083,392.43617021276594,2388.0645744680855,149
47.38354838709679,521.8989247311829,553.9390322580645,8.417492473118278,38.91107526881721,23.345702150537637,642.4197849462365,1587.1118279569891,2388.0520430107526,392.494623655914,2388.06688172043,150
